,lat,long
Holiday Inn Bangkok Silom,13.7227351,100.5195909
Montien Riverside Hotel,13.6883749,100.5077311
Sleepbox Sukhumvit 22,13.7257284,100.5645795
CNC Residence,13.7343048,100.5685715
Weeping Willow Sukhumvit 26,13.7250318,100.5694367
Hotel Icon Bangkok,13.739691,100.551914
Aurum The River Place,13.7437616,100.4922454
Happy Monkey Hostel Bangkok,13.753386,100.537029
The Krungkasem Srikrung Hotel (โรงแรมกรุงเกษมศรีกรุง),13.738921,100.515272
The Salil Hotel Sukhumvit 57 - Thonglor,13.7248507,100.5802581
Nouvo City Hotel - โรงแรมนูโว ซิตี,13.7626037,100.4992435
The Park Nine Suvarnabhumi,13.7229421,100.7238756
Folk Poshtel Asok,13.7426501,100.5622798
Marwin Space Hotel,13.7512735,100.5388052
Sunny Residence,13.7269252,100.735635
Sukhothai Residence,13.7386343,100.5489211
My View Apartment,13.7341741,100.5543477
Sri Krungthep Hotel,13.7539215,100.5023869
Live It Up Asok,13.735612,100.561999
BS Residence Suvarnabhumi,13.7202592,100.7393825
Warm White Hostel,13.7616364,100.4976296
Rama Gardens Hotel Bangkok,13.8604596,100.5715867
Phachara Suites Sukhumvit,13.739306,100.553729
New C.H. Guest House,13.7578014,100.499998
The Hip Bangkok,13.7762589,100.5713931
โรงแรมบางกอกคอนโดเทล (Bangkok Condotel Hotel),13.790956,100.543326
PP Plus Mansion,13.7208611,100.6007813
iCheck inn Regency Sukhumvit,13.7295216,100.572017
True Siam Rangnam Hotel,13.7585911,100.5396502
Gems Park,13.8833289,100.6001209
ON THE BED hostel,13.744268,100.5509
Nivas Siam Hostel,13.7275983,100.4899753
Cordia Residence Saladaeng คลอเดีย เรซซิเด้น ศาลาแดง,13.726922,100.537205
KC PLACE HOTEL PRATUNAM,13.7546645,100.5412052
The Nine House,13.9305104,100.6026856
Asleep Sathorn (room for rent),13.7184981,100.5298607
The Myth-Sud Sathorn,13.7181893,100.5156773
Romance Hotel Bangna,13.6759179,100.6430966
Royal Suite Hotel Bangkok,13.7484246,100.5978962
Fx Hotel Metrolink Makkasan,13.749674,100.562955
Hyde Park Hotel Bangkok,13.7575825,100.5432409
Teja Lakeview Apartments,13.7355092,100.5552853
The Chilli Bangkok,13.7311305,100.5166596
Tongtara Riverview,13.6990413,100.5000316
Far East Inn,13.747287,100.543929
Citrus 13 Bangkok by Compass Hospitality,13.743006,100.557893
YHA Bangkok Airport,13.6982064,100.7348371
Cloud 9 Lodge,13.7532817,100.5387177
House By the Pond,13.7268124,100.5629239
REST 3 Hostel,13.6959267,100.5454881
Arnoma Grand Bangkok,13.7465361,100.5409268
At Residence Suvarnabhumi,13.7213096,100.733187
J.S. Tower Service Apartment,13.7005178,100.5956795
Amari Don Muang Airport Bangkok,13.9205787,100.6007649
The TEPP Aparthotel,13.6574688,100.6213223
Lee Garden Bangkok ลีการ์เด้น แบงคอค,13.710355,100.610115
Refill Now,13.7349362,100.6007737
Anantara Sathorn Bangkok Hotel,13.7163463,100.5315898
HQ Hostel,13.7267676,100.5309798
Majestic Grande,13.7403361,100.5518022
AETAS residence,13.7379892,100.5492052
Thonglor 21 Residence by bliston,13.7371076,100.5821946
Sky Inn 1,13.7458035,100.553679
Pongsakorn Boutique Resort,13.7187603,100.7891546
Holiday Inn Express Bangkok Soi Soonvijai,13.7476933,100.584608
Room Relax@Muang Thong Thani,13.9151617,100.5409976
12th Avenue Hotel Bangkok,13.7345505,100.5578375
First House Hotel Bangkok,13.752557,100.539075
Nine Place 40,13.7136071,100.5812817
De Botan Sri Nakharin,13.6959482,100.6466681
Kama Bangkok,13.702796,100.513714
"WiNNiNE Cozy Home. The Shoes Craft Unique House, better rest here in Bangkok.",13.6996573,100.6077037
Serene Asoke Suites,13.7373434,100.5617714
White Ivory Bed and Breakfast,13.71813,100.50099
Royal Ivory Sukhumvit Nana by Compass Hospitality,13.7369255,100.5533646
Wake up hostel bangkok,13.7731156,100.571754
Pratunam Pavilion Hotel,13.7547434,100.5396418
Metro Resort Pratunam,13.7521363,100.5354181
Best Western Plus At 20 Sukhumvit,13.7320271,100.5640529
The Peninsula Bangkok,13.723022,100.511405
14 residence,13.6482636,100.5228424
128 Thai Massage,13.741771,100.5533464
Vic3 Bangkok.,13.7743217,100.5420411
Adelphi Suites Bangkok,13.738969,100.5557719
ZEN Rooms Damrongrak Road,13.7546612,100.5104943
Hotel Siam Heritage,13.7294685,100.5304492
Lodge 61 B&B Hotel,13.7216881,100.582944
Pietra Bangkok,13.785409,100.574179
The Orientale,13.7390532,100.5132304
Some Rest Hostel,13.7595518,100.4971435
Salil Hotel Sukhumvit - Soi Thonglor 1,13.7274428,100.5786293
Thongtara House Boutique Hotel,13.6422778,100.633392
LiT BANGKOK Residence,13.7479951,100.5295198
Sawasdee Sukhumvit Inn,13.7254012,100.5801296
Riva Surya Bangkok,13.762009,100.493069
Aspira G Sukhumvit 33,13.735545,100.567947
HI YHA Thewet (Hostelling International วายเอชเอเทเวศร์),13.7690384,100.5068821
V Place Silom,13.728424,100.533464
Khaosan Park Resort,13.758247,100.49793
Panini Residence,13.7204913,100.7565836
Emporium Suites by Chatrium,13.7304806,100.5684461
Suda Palace Hotel,13.7891887,100.5507307
Smile Inn,13.7546541,100.510505
SilQ Bangkok Hotel,13.739714,100.560322
Makkasan Inn,13.75303,100.54555
Triple 8 Inn Silom,13.725883,100.52642
Focal Local Bed & Breakfast,13.7151295,100.5025715
Nantra Retreat and Spa,13.730839,100.582515
Blissotel Ratchada,13.7626064,100.5649414
The Step Sathon,13.7184202,100.5209734
The Twins Hostel,13.7632268,100.5000342
Haven't Met Hotel Silom,13.7241916,100.5294483
The right place residence,13.6980136,100.5368603
Sukhon Hotel,13.7565496,100.5338245
Rafael Hotel and Mansion,13.6925194,100.7253258
Hotel Once Bangkok,13.707218,100.507041
Citin Pratunam Hotel Bangkok by Compass Hospitality,13.7545623,100.5393419
YHA Bangkok Downtown,13.7262464,100.5283089
Business Inn At Sukhumvit 11 By Hjz,13.7403551,100.5565713
Siam Golden Place,13.7301221,100.7334543
Nature Boutique Hotel,13.8321948,100.5594219
Kriss Residence,13.7226898,100.763806
Q Space Residence (คิว สเปซ เรสซิเด้นซ์),13.8000435,100.5704919
Buddy Lodge Hotel,13.758557,100.498536
New Siam 2 Guest House,13.7615654,100.4931743
Hotel Novotel Bangkok Ploenchit Sukhumvit,13.7427154,100.5497883
B.U. Place Hotel,13.761423,100.558823
Red Planet Bangkok Asoke,13.7354375,100.5601194
Le Fenix Sukhumvit,13.744959,100.5560594
Ambassador Hotel Bangkok,13.7418139,100.5568451
Sereine Hotel,13.7333999,100.5706055
Indra Regent Hotel,13.7530429,100.541391
New Suanmali hotel,13.7512611,100.5099855
THE STAR OF SATHORN,13.7196812,100.4958325
Renaissance Bangkok Ratchaprasong Hotel,13.742293,100.5418338
Riva Arun Bangkok,13.7442296,100.491892
Baan Pra Nond Bed & Breakfast,13.7172252,100.5197522
Hilton Sukhumvit Bangkok,13.7285635,100.5690568
The Cube Hostel,13.7277655,100.5364564
Borarn House,13.7521512,100.5447088
Paragon One Residence,13.757646,100.503005
The Sunreno Serviced Apartment,13.704302,100.505129
The Raweekanlaya Bangkok (ระวีกัลยา),13.767797,100.505057
Royal Benja Hotel,13.7450715,100.5549418
Lancaster Bangkok,13.7487355,100.5673498
Bangkok City Suite Hotel,13.7571278,100.5219118
Atrium Boutique Resort,13.7743455,100.5784476
The Heritage Hotel Bangkok,13.7239723,100.5298923
Conrad Bangkok,13.7384195,100.5481376
"Beyond Suite Hotel , โรงแรมบียอนด์ สวีท บางพลัด",13.7954016,100.5067319
Ratchadamnoen Residence,13.7571705,100.5028289
S15 Sukhumvit Hotel,13.738765,100.55831
Grand Lord (Boutique) Hotel,13.7084962,100.6451933
Sathorn Terrace Apartment,13.718595,100.516008
21 Saladaeng,13.7269405,100.5369214
BaanSu Hostel,13.7503714,100.5282192
ZEN Rooms Phaholyothin 69,13.887815,100.603064
K Maison Boutique Hotel,13.7587285,100.541231
Novotel Bangkok Impact,13.9153511,100.5483945
Chateau de Sukhumvit,13.6992106,100.5988293
Popcorn Ratchada House,13.768799,100.57442
MANGO Lagoon Place,13.7614392,100.494073
Amanta Hotel & Residence Ratchada,13.7652201,100.5678925
Metropole Residence (Previously Parc 39),13.7365357,100.5734968
"Mayfair, Bangkok - Marriott Executive Apartments",13.7387028,100.5424401
Decor Do Hostel,13.721218,100.5077188
K79room Hostel,13.707116,100.6005095
Bangkok Cha-Da,13.7740918,100.5738697
Florida Hotel,13.757393,100.534386
B2 Bangna Premier Hotel / บีทู บางนา พรีเมียร์ กรุงเทพ,13.6743551,100.6475394
Silom Studios,13.7273738,100.5371184
Hotel Indigo Bangkok Wireless Road,13.740058,100.547339
Royal Garden Home Hotel,13.7463689,100.5536634
Baan Gaysorn Hostel,13.718894,100.514984
14 LIVING,13.6817789,100.4730715
Serene Bangkok Bed & Breakfast,13.83019,100.5629082
Q6 at 6 Hostel,13.7644453,100.4998669
Hyatt Place Bangkok Sukhumvit,13.7278266,100.5683069
Jasmine Resort Hotel,13.7157426,100.5909668
Asia Resident 14 (โรงแรมเอเซียเรสซิเด้นท์14),13.775358,100.642501
S31 Sukhumvit Hotel,13.7332594,100.5660123
Very Thai House Hotel,13.7622615,100.4971976
zleepmotion bangkok,13.720572,100.565694
Synsiri 5 Nawamin 96 Apartment,13.8337702,100.6631461
Good Day Hostel,13.7520639,100.5369598
IYARIN @ Tuk Chang,13.8253521,100.5677258
T Series Place Serviced Aparment,13.7047927,100.5152026
LUXX Langsuan (Bangkok),13.7360703,100.5424906
Tini Kati Hostel (Silom Bird House),13.7266919,100.5311915
Avani+ Riverside Bangkok Hotel,13.7050102,100.4914324
Studio Sukhumvit 18,13.7304759,100.562687
Banyan Tree Bangkok,13.7237091,100.539713
Snooze Hotel Thonglor Bangkok,13.7338553,100.5798719
Bavana Hotel Thaniya Soi2,13.7303,100.5328503
Nest Boutique Resort,13.7274456,100.735609
Buddy Oriental Riverside,13.9283809,100.5022468
De Arni Bangkok,13.729694,100.530448
coffee alley @ Samyan Serene Hotel,13.7323102,100.5269643
Kantary House Bangkok Hotel & Serviced Apartments,13.7608544,100.6396643
Holiday Inn Express Bangkok Sathorn,13.723965,100.5306833
Grand Lucky Hotel,13.7429194,100.5535255
Armoni Sukhumvit Soi 11 Hotel,13.7407228,100.5566968
ZEN Rooms Phetchaburi 13,13.75283,100.53132
A-One Inn Guest House,13.747889,100.52988
Citichic Sukhumvit 13 Bangkok by Compass Hospitality,13.7449656,100.5580947
RATCHADA POINT HOTEL,13.7888999,100.5758999
La Residence Bangkok Hotel,13.7280717,100.5258592
Baankhunmae Apartment,13.6819495,100.634028
Eastin Grand Hotel Sathorn,13.7187414,100.5219157
Phiman Riverview Guest House,13.766959,100.497339
Charan 41 Hostel,13.767594,100.4759
Pathumwan Princess Hotel,13.7433574,100.5296122
Summit Windmill Golf Residence,13.655667,100.704964
137 Pillars Suites & Residences Bangkok,13.737521,100.572373
The Vertical Suite (โรงแรมเดอะเวอร์ติเคิล สวีท),13.6905461,100.6468985
Bossotel Inn,13.721277,100.5153878
Ammata Lanta Resort,13.7164321,100.7417841
The Heritage Hotels Srinakarin Bangkok,13.6959777,100.6412696
Casa Residence Hotel,13.8893567,100.576033
De Centro Bangkok,13.7507257,100.5396793
Rent V38,13.831718,100.559206
Uno Inn,13.7428919,100.5525015
Conrad Bangkok Residences,13.7384232,100.5480862
Floral Shire Resort (Suvarnabhumi Airport),13.7171456,100.7650273
Nonsi Residence Apartment,13.7139934,100.5520805
Must Sea,13.7632183,100.5424561
iCheck inn Sukhumvit 22,13.721878,100.564518
Evergreen Place Siam by UHG,13.7507457,100.5306507
Trinity Silom Hotel,13.724598,100.5308438
CityPoint Hotel,13.7355094,100.5606374
Sukhumvit Suites Hotel,13.7361934,100.5619399
Radisson Suites Bangkok Sukhumvit,13.7440548,100.5576894
Suayai Guesthouse,13.8229953,100.5792275
Astera Sathorn Hotel,13.717607,100.516484
Prom Ratchada Residence,13.7701588,100.5706434
Centara Grand at CentralWorld,13.747717,100.538747
Kinnon Deluxed Hostel Coworking Cafe,13.7282621,100.529682
Baan Sathorn Riverfront,13.7189245,100.5092208
Monomer Hostel Bangkok,13.7528381,100.5312402
SidaRe Bed and Breakfast,13.7875609,100.5753082
Klean Residence Hotel,13.7199464,100.4958315
HappyLand Mansion,13.782128,100.64378
C40winks hostel,13.726314,100.531501
ZEN Rooms D-well Residence Don Muang,13.912224,100.58914
The Color Living,13.624927,100.6299655
SILOM | ONE,13.7280833,100.533991
Veronica Residence,13.7923734,100.5740071
C U INN Bangkok,13.810633,100.559109
Yotaka Residence,13.7701376,100.6217449
The Emerald Hotel,13.7754502,100.5725366
โรงแรม เอสสามศูนย์ สุขุมวิท,13.7271345,100.5726685
5 Minute Hostel,13.7553417,100.531004
iSanook Bangkok,13.732499,100.521878
Muangphol Mansion,13.746836,100.529376
iCheck Inn Residence Sukhumvit Soi 2,13.737573,100.5520393
SC Park Hotel,13.7676704,100.603363
Smile Society,13.7278218,100.5305643
Grand Mercure Bangkok Fortune,13.7567542,100.5647143
Grand Mercure Bangkok Asoke Residence,13.741667,100.560834
Kaset Guest House,13.837457,100.573882
Bangkok Marriott Hotel The Surawongse,13.727271,100.5222736
Novotel Bangkok On Siam Square,13.7443075,100.5347275
Ratchada 17 Place,13.7856997,100.570748
The Rooftop Residence,13.7449255,100.5138451
"Gardenroom Suvarnabhumi Lat Krabang, Bangkok, Thailand.",13.7226202,100.7246405
Lily Residence,13.677419,100.606452
ASA Hostel,13.743218,100.510607
Ten Stars Inn Hotel,13.7535201,100.5383987
New Siam III Guest House,13.7622212,100.4954785
Atlas Bangkok Hotel,13.7410823,100.5555942
Donmuang Airport Guesthouse,13.9127664,100.5544455
VILLA23 Residence,13.869635,100.622618
Victory Park Hostel,13.76286,100.540823
Sleeplab Hostel,13.7562175,100.5336695
The Narathiwas Hotel & Residence Sathorn Bangkok,13.6995638,100.5372422
BS Premier Airport,13.720115,100.739376
Travelodge Sukhumvit 11,13.7449497,100.5573356
The Sukhothai Bangkok,13.7230609,100.5408408
Suneta Hostel Khaosan,13.7606499,100.4990573
Golden House Apartment,13.7039869,100.5967114
Backpack Station,13.714524,100.595834
Oneday Hostel,13.7266014,100.5702598
ZENNIQ Hotel Bangkok,13.7212562,100.4902526
Bandara Suites Silom,13.7258719,100.5382999
My Bed Sathorn,13.717399,100.539652
Anantara Riverside Bangkok Resort,13.7044605,100.4919712
Pannee Residence At Dinsor,13.7577704,100.5022346
Lullaby Inn,13.725529,100.5254712
1989 Sukhumvit Hostel & Cafe,13.7293089,100.5652042
Mango Bedroom Inn,13.7504973,100.54562
Ramada Plaza by Wyndham Bangkok Menam Riverside,13.7080078,100.5056709
Patumwan House,13.749084,100.529409
Escape @ Sathorn Terrace,13.7185934,100.516386
The 93 Hotel,13.7539977,100.5389977
Wild Orchid Villa,13.761983,100.494094
Arte Hotel,13.7401589,100.5595177
Boss Suites,13.7357687,100.5523175
Bizotel Bangkok,13.7596042,100.5405206
One One Bangkok Hotel,13.733819,100.582438
JW Marriott Hotel Bangkok,13.7413436,100.5526755
Matchbox Bangkok Hostel,13.734371,100.56768
GUYASUKA Bangna,13.6604333,100.6121294
Grand Tower Inn,13.789521,100.5375321
Sawasdee House,13.7609952,100.4963955
Diamond Residence Ratchada Hotel,13.7873572,100.576827
Montara Serviced Apartment,13.7402821,100.5806789
Sweet Loft,13.9293113,100.584297
Anajak Bangkok,13.756057,100.534454
Loftel Station Hostel,13.7367719,100.5187067
Wanderlust Bangkok Hostel,13.7183138,100.7625062
Best Western Premier Sukhumvit,13.746725,100.5518
Miracle Transit Hotel,13.6940757,100.7474181
The Choice Residence,13.6824326,100.4757273
PanPan Hostel,13.7230857,100.523027
The MEET Green Apartment,13.843892,100.645537
The Continent Hotel Bangkok by Compass Hospitality,13.7361953,100.5619664
Blue Jasmine Hostel (บลู จัสมิน โฮสเทล),13.747837,100.516427
Silom Space Hostel,13.7291554,100.535414
H-RESIDENCE SATHORN,13.7162207,100.5254777
The Garden Place,13.7316281,100.5806074
Novotel Bangkok Sukhumvit 4,13.7392218,100.553254
Rama9 KAMIN BIRD Hostel,13.7628887,100.563436
GN Luxury Hostel,13.7574474,100.5423558
AETAS lumpini,13.724812,100.547257
Chetuphon Gate,13.7449825,100.491885
Leesort @ Onnuch,13.7101975,100.615089
Pratunam19 hotel,13.7531756,100.5388719
Double DD House @Sutthisan Rd.,13.7883084,100.5747808
Pinnacle Lumpinee Park Hotel,13.7237134,100.5483001
Sivatel Bangkok,13.7445344,100.5478332
Ratchada City Hotel,13.7780715,100.5763171
Nanda Heritage,13.7604753,100.50609
King Royal Garden Inn,13.7187577,100.5211305
Oriental Residence Bangkok,13.7382776,100.5462783
Nacorn Hostel,13.76048,100.501458
Spb Paradise,13.7870975,100.5767576
ออมนิสวีท อพาร์ท โฮเทล,13.746238,100.645076
Arize Hotel Sukhumvit,13.7286972,100.570283
Maleewana Hotel & Resort,13.8073022,100.4492976
Silom Art Hostel,13.7261613,100.5249754
Mascot Hostel,13.7535066,100.5434259
Boon Street Hostel,13.7544692,100.4983687
Beverly33,13.7234232,100.5830204
Nara Suite Residence Bangkok,13.699914,100.534128
Miloft Sathorn Hotel,13.7126488,100.5154276
